Manager ID (#),DOB (dd-mm-yyyy),"Sex (female, male, prefer-not-to-say)","Region (APAC, UK & EMEA, USA)",Department,"Seniority (Colleague, Senior leader)",Hire Date (dd-mm-yyyy),Leadership rating - Commercial Acumn (360 rating),Leadership rating - Communication (360 rating),Leadership rating - Change Agility (360 rating),Leadership rating - Building Capability (360 rating),Leadership rating - Creating positive culture (360),# of previous Managerial roles,Turnover rate (as a % of team size for FY2023),Team size (#),2023 Team Engagement score (average eNPS),Full-Time Equivalent (FTE)
8463,07/11/1989,Male,UK & EMEA,Human Resources,Colleague,8/24/2020,4.1,4.4,4.8,5.0,4.9,4.0,20,5,13,1.0
8628,08/11/1959,Female,USA,Sales & Marketing,Colleague,9/13/2021,4.1,4.8,3.8,4.9,4.4,4.0,20,5,16,1.0
8881,16/12/1981,Male,UK & EMEA,Sales & Marketing,Colleague,11/1/2022,4.1,4.6,4.0,4.6,4.8,5.0,20,5,11,1.0
8943,29/06/2000,Male,UK & EMEA,Research Department,Colleague,3/13/2023,4.3,4.2,3.8,4.8,5.0,4.0,21,9,53,1.0
8371,24/09/1978,Female,APAC,Sales & Marketing,Colleague,11/4/2019,4.8,4.7,4.5,4.5,4.4,4.0,22,11,24,1.0
8876,16/03/1999,Female,USA,Research Department,Colleague,10/31/2022,4.7,4.5,3.9,4.3,5.0,3.0,25,4,63,1.0
8890,06/11/2000,Female,UK & EMEA,Sales & Marketing,Colleague,11/14/2022,4.7,4.8,4.1,4.9,4.6,3.0,25,4,-16,1.0
8828,09/09/1992,Male,UK & EMEA,Sales & Marketing,Colleague,9/5/2022,4.7,4.9,4.7,4.2,4.5,4.0,25,4,-41,1.0
8232,11/05/1987,Female,APAC,Research Department,Colleague,1/18/2018,4.6,4.8,3.8,4.5,4.7,2.0,25,4,5,1.0
8414,19/02/1995,Male,UK & EMEA,Sales & Marketing,Colleague,4/6/2020,4.6,4.8,3.5,5.0,4.7,4.0,25,4,-32,1.0
8940,15/02/1996,Male,USA,Human Resources,Colleague,3/8/2023,4.6,4.8,3.1,4.4,4.9,4.0,25,4,-35,1.0
8889,26/07/1989,Female,USA,Manufacturing,Colleague,11/9/2022,4.6,4.6,3.4,4.9,4.8,2.0,25,4,-34,1.0
8215,08/01/1983,Male,USA,Human Resources,Colleague,10/23/2017,4.6,4.7,4.8,4.1,4.6,5.0,25,4,-3,1.0
8846,05/01/1984,Female,UK & EMEA,IT Department,Colleague,9/26/2022,4.5,4.7,3.8,4.5,4.1,4.0,25,4,73,1.0
8483,14/09/1997,Male,APAC,Research Department,Colleague,10/9/2020,4.5,4.8,3.7,4.4,4.7,4.0,25,4,6,1.0
8554,10/10/1988,Female,APAC,Manufacturing,Colleague,5/31/2021,4.5,4.8,4.3,5.0,4.4,2.0,25,4,28,1.0
8096,26/12/1977,Female,APAC,Finance,Senior Leader,10/16/2013,4.4,4.5,3.8,4.6,4.1,3.0,25,4,4,1.0
8152,15/07/1988,Female,UK & EMEA,Manufacturing,Colleague,1/5/2016,4.4,4.8,4.7,4.4,4.1,4.0,25,4,-5,0.4
8668,04/10/1994,Female,UK & EMEA,Research Department,Colleague,11/8/2021,4.4,4.7,3.5,4.9,4.1,2.0,25,4,-14,1.0
8880,22/08/1985,Male,USA,IT Department,Colleague,11/1/2022,4.4,4.9,3.9,4.7,4.2,4.0,25,4,-3,1.0
8756,16/04/1963,Female,UK & EMEA,Sales & Marketing,Colleague,5/23/2022,4.4,5.0,4.4,4.5,4.9,4.0,25,4,-13,1.0
8862,10/11/1963,Male,UK & EMEA,Manufacturing,Colleague,10/17/2022,4.4,4.6,4.0,4.4,4.3,6.0,25,4,-2,1.0
8742,27/08/1985,Female,APAC,Sales & Marketing,Colleague,4/25/2022,4.4,4.0,5.0,5.0,5.0,4.0,25,4,-37,1.0
8803,01/09/1981,Male,USA,Research Department,Colleague,8/1/2022,4.3,4.4,4.4,4.9,4.9,4.0,25,4,-46,1.0
8833,06/12/1998,Male,USA,Research Department,Colleague,9/6/2022,4.3,4.9,4.8,3.9,4.3,3.0,25,4,-17,1.0
8074,29/07/1990,Female,APAC,Manufacturing,Colleague,7/1/2012,4.2,4.9,4.3,4.4,4.2,4.0,25,4,66,1.0
8570,26/01/1995,Male,APAC,Research Department,Colleague,6/28/2021,4.2,4.9,4.5,4.5,4.8,3.0,25,4,-9,1.0
8400,27/10/1969,Male,UK & EMEA,Manufacturing,Senior Leader,2/17/2020,4.2,4.6,3.7,4.5,4.7,5.0,25,4,-34,1.0
8918,27/04/1988,Female,UK & EMEA,Research Department,Colleague,1/9/2023,4.2,4.9,3.8,4.9,4.3,2.0,25,9,58,1.0
8773,16/05/1979,Female,UK & EMEA,Human Resources,Colleague,6/27/2022,4.2,4.6,3.9,4.5,4.8,5.0,25,4,-9,1.0
8087,02/06/1988,Male,UK & EMEA,Sales & Marketing,Senior Leader,11/12/2012,4.1,3.9,3.9,4.7,4.6,2.0,25,4,-37,1.0
8630,24/10/1989,Male,UK & EMEA,Human Resources,Senior Leader,9/20/2021,4.1,4.8,4.3,4.4,4.6,3.0,25,4,16,1.0
8189,10/09/1982,Male,UK & EMEA,Manufacturing,Colleague,4/10/2017,4.1,4.9,4.1,5.0,4.9,3.0,25,4,-40,1.0
8455,05/08/1993,Female,APAC,IT Department,Colleague,7/20/2020,4.1,4.8,3.6,4.5,4.4,4.0,25,4,-19,1.0
8120,16/12/1990,Female,UK & EMEA,Sales & Marketing,Colleague,11/24/2014,4.1,4.9,3.7,4.8,4.4,3.0,25,4,31,1.0
8909,16/04/1984,Male,USA,Manufacturing,Colleague,12/28/2022,4.1,4.7,3.4,4.9,4.8,4.0,25,4,-15,1.0
8127,30/01/1988,Female,USA,Manufacturing,Colleague,4/27/2015,4.1,5.0,4.7,4.5,4.9,4.0,25,4,-45,1.0
8184,22/11/1986,Female,UK & EMEA,Human Resources,Colleague,3/20/2017,4.1,4.7,4.5,4.9,4.9,4.0,25,4,31,0.8
8337,30/09/1996,Female,APAC,Sales & Marketing,Colleague,6/24/2019,4.1,4.4,4.1,4.7,4.0,3.0,25,4,29,1.0
8343,06/09/1986,Female,UK & EMEA,Manufacturing,Colleague,7/22/2019,4.1,4.3,4.9,4.7,4.9,4.0,25,4,17,1.0
8991,23/05/1995,Male,UK & EMEA,Finance,Colleague,7/3/2023,4.0,4.8,3.5,4.4,4.9,2.0,25,4,-12,1.0
8408,24/02/1985,Male,APAC,Sales & Marketing,Colleague,3/23/2020,4.0,4.5,2.5,4.2,4.7,4.0,25,4,2,1.0
8084,15/09/1990,Female,APAC,Manufacturing,Colleague,9/3/2012,4.0,4.7,3.7,4.4,4.9,3.0,25,4,-4,1.0
8008,24/05/1967,Female,UK & EMEA,Sales & Marketing,Senior Leader,1/5/2005,3.9,4.9,3.9,4.8,5.0,6.0,25,4,-17,0.8
8318,16/04/1997,Female,APAC,Research Department,Colleague,3/18/2019,3.9,4.8,4.4,4.4,3.9,2.0,25,4,4,1.0
8510,02/03/1980,Female,APAC,Manufacturing,Colleague,12/16/2020,3.9,4.7,3.5,4.9,4.9,3.0,25,4,32,1.0
8524,27/02/1970,Female,UK & EMEA,Sales & Marketing,Colleague,2/22/2021,3.9,4.8,4.2,4.9,5.0,6.0,25,4,17,1.0
8059,03/09/1988,Female,APAC,Human Resources,Colleague,7/1/2011,3.9,4.2,4.8,4.5,4.3,3.0,25,4,-46,1.0
8253,01/06/1989,Female,APAC,Research Department,Colleague,5/28/2018,3.9,4.5,4.4,4.9,4.6,3.0,25,4,0,1.0
8884,16/07/1997,Female,UK & EMEA,Sales & Marketing,Colleague,11/7/2022,3.9,4.7,3.6,4.9,4.2,2.0,25,13,28,1.0
8484,27/04/1991,Female,APAC,Research Department,Colleague,10/12/2020,3.9,4.8,4.1,4.6,4.3,2.0,25,4,6,1.0
8518,03/09/1981,Female,APAC,Sales & Marketing,Colleague,1/25/2021,3.9,4.6,3.8,4.5,4.7,5.0,25,4,-82,1.0
8014,02/08/1982,Male,APAC,Research Department,Colleague,7/12/2005,3.8,4.8,4.1,4.4,5.0,4.0,25,4,-3,1.0
8900,09/02/1998,Female,UK & EMEA,Sales & Marketing,Colleague,12/5/2022,3.8,4.8,4.1,4.3,4.5,3.0,25,4,-6,1.0
8411,13/08/1981,Male,APAC,Manufacturing,Colleague,3/30/2020,3.8,5.0,4.5,4.1,4.2,4.0,25,4,-37,1.0
8824,02/08/1993,Female,USA,Sales & Marketing,Colleague,8/29/2022,4.6,4.9,4.9,4.9,4.9,2.0,26,13,32,1.0
8247,23/12/1994,Female,APAC,Research Department,Colleague,4/23/2018,4.5,4.5,3.5,4.9,4.4,2.0,27,15,32,1.0
8109,07/08/1988,Female,APAC,Research Department,Colleague,5/4/2014,4.1,4.8,4.8,4.9,4.5,4.0,30,9,56,1.0
8012,10/06/1982,Female,APAC,Research Department,Colleague,7/5/2005,4.0,4.5,5.0,4.8,4.2,4.0,30,8,50,1.0
8266,04/11/1967,Male,USA,Research Department,Colleague,8/15/2018,4.0,4.3,4.4,4.3,4.7,4.0,33,3,18,1.0
8519,23/07/1961,Male,UK & EMEA,Manufacturing,Senior Leader,2/1/2021,4.0,5.0,4.4,4.6,4.0,6.0,33,3,54,1.0
8847,25/08/1995,Female,APAC,Research Department,Colleague,9/26/2022,3.9,4.7,3.6,4.8,4.7,2.0,33,3,67,1.0
8466,30/03/1976,Female,USA,Manufacturing,Colleague,8/26/2020,3.8,4.5,5.0,4.5,4.3,5.0,33,14,42,1.0
8399,02/09/1989,Female,UK & EMEA,Sales & Marketing,Colleague,2/17/2020,3.8,4.5,5.0,4.0,5.0,3.0,33,3,51,1.0
8970,10/02/1961,Female,USA,Manufacturing,Colleague,5/15/2023,3.7,3.8,4.6,4.3,3.7,5.0,33,3,73,1.0
8602,12/05/1994,Female,APAC,Manufacturing,Colleague,8/9/2021,3.6,4.7,4.6,4.9,4.5,2.0,33,3,54,1.0
8155,22/12/1990,Male,USA,Manufacturing,Colleague,4/4/2016,3.5,4.0,4.3,3.9,3.9,2.0,33,3,31,1.0
8083,16/01/1985,Female,APAC,Research Department,Colleague,8/14/2012,3.7,4.3,4.3,4.6,4.0,4.0,34,6,35,1.0
8599,01/11/1997,Female,APAC,Research Department,Colleague,8/9/2021,3.7,4.5,4.2,3.8,3.8,3.0,35,15,34,1.0
8568,05/08/1993,Female,APAC,Research Department,Colleague,6/21/2021,3.9,4.1,4.9,3.9,3.5,2.0,39,15,29,1.0
8964,21/10/1980,Female,UK & EMEA,Sales & Marketing,Colleague,4/24/2023,3.1,4.1,4.4,3.6,4.6,5.0,39,6,46,1.0
8111,09/05/1992,Female,APAC,Research Department,Colleague,7/1/2014,4.0,4.5,3.7,3.8,3.8,3.0,40,5,0,1.0
8912,17/06/1968,Female,USA,Manufacturing,Colleague,1/3/2023,3.9,3.9,4.5,3.8,4.2,4.0,40,5,3,1.0
8156,22/02/1993,Female,UK & EMEA,Sales & Marketing,Colleague,5/9/2016,3.9,4.3,4.1,3.9,4.4,4.0,40,5,-9,1.0
8288,25/09/1981,Male,UK & EMEA,Finance,Senior Leader,10/8/2018,3.7,4.1,4.5,4.5,3.3,4.0,40,5,-1,1.0
8621,10/04/1995,Female,APAC,Research Department,Colleague,9/6/2021,3.6,3.4,4.9,4.4,4.2,2.0,40,12,4,1.0
8598,21/05/1996,Female,APAC,Manufacturing,Colleague,8/9/2021,3.6,4.0,4.7,4.1,4.6,3.0,40,5,-6,1.0
8349,07/08/1988,Male,UK & EMEA,Manufacturing,Colleague,8/19/2019,3.6,3.9,5.0,4.0,3.8,4.0,40,6,46,1.0
8422,20/11/1975,Male,UK & EMEA,Research Department,Colleague,4/6/2020,3.5,4.6,4.3,3.9,3.7,3.0,40,5,7,1.0
8608,08/02/1963,Female,UK & EMEA,Finance,Senior Leader,8/17/2021,3.5,4.0,4.7,4.8,3.4,6.0,40,5,-4,0.6
8683,02/10/1985,Male,UK & EMEA,Research Department,Colleague,12/17/2021,3.5,4.7,4.7,3.6,4.5,4.0,40,5,0,1.0
8856,10/07/2000,Female,APAC,Finance,Colleague,9/29/2022,3.5,3.3,4.5,3.1,3.7,3.0,40,5,7,1.0
8180,30/06/1976,Female,UK & EMEA,Sales & Marketing,Colleague,3/13/2017,3.3,3.8,4.9,4.5,4.0,5.0,40,5,9,1.0
8331,22/09/1983,Female,USA,Sales & Marketing,Colleague,5/27/2019,3.3,4.5,4.4,3.6,4.7,4.0,40,5,-3,1.0
8865,29/04/1988,Female,UK & EMEA,Finance,Colleague,10/17/2022,3.3,4.3,4.9,4.2,3.6,2.0,40,5,-5,1.0
8356,18/12/1991,Female,APAC,Research Department,Colleague,9/9/2019,3.2,3.8,4.5,4.1,4.2,3.0,40,5,-4,1.0
8669,17/10/1997,Female,APAC,Manufacturing,Colleague,11/8/2021,3.2,3.7,4.7,3.9,4.6,2.0,40,5,-5,1.0
8883,27/10/2004,Male,USA,Manufacturing,Colleague,11/7/2022,3.2,4.7,4.4,4.7,4.0,2.0,40,5,9,1.0
8738,18/06/1990,Female,UK & EMEA,Sales & Marketing,Colleague,4/19/2022,3.2,4.3,4.6,4.2,4.1,2.0,40,5,-2,1.0
8594,07/03/1972,Female,UK & EMEA,IT Department,Senior Leader,8/2/2021,3.2,4.3,4.9,4.4,4.2,3.0,40,9,17,1.0
8864,29/10/1993,Male,USA,Sales & Marketing,Colleague,10/17/2022,3.1,3.6,4.8,4.0,3.9,4.0,40,5,-13,1.0
8306,27/02/1993,Male,UK & EMEA,Research Department,Colleague,1/21/2019,3.1,4.1,4.9,3.8,4.8,3.0,40,5,1,1.0
8658,04/02/1990,Male,USA,Manufacturing,Colleague,10/25/2021,3.1,3.5,5.0,4.5,4.2,4.0,41,15,11,1.0
8175,07/01/1983,Female,APAC,Sales & Marketing,Colleague,1/4/2017,3.1,3.9,4.8,4.6,4.2,3.0,41,7,16,1.0
8855,31/07/1991,Male,USA,Manufacturing,Colleague,9/27/2022,3.8,4.0,4.6,4.0,3.6,2.0,43,14,-19,1.0
8687,11/05/1977,Female,USA,Manufacturing,Senior Leader,1/3/2022,3.7,4.0,4.7,3.5,3.5,4.0,43,10,-19,1.0
8857,15/04/1984,Female,UK & EMEA,Sales & Marketing,Colleague,10/1/2022,3.5,4.6,4.6,4.0,3.5,5.0,43,14,-5,0.8
8284,02/07/1993,Female,APAC,IT Department,Colleague,9/26/2018,2.9,4.0,4.8,4.5,4.0,4.0,44,11,-7,1.0
8677,06/02/1997,Male,USA,Manufacturing,Colleague,11/29/2021,3.3,3.3,4.9,3.3,3.0,2.0,45,13,5,1.0
8632,02/06/1998,Male,UK & EMEA,IT Department,Colleague,9/20/2021,3.2,4.2,4.8,3.3,3.6,3.0,45,15,-11,1.0
8216,29/09/1991,Female,APAC,Research Department,Colleague,10/23/2017,3.1,3.9,4.0,3.6,3.5,3.0,45,15,4,1.0
8548,17/01/1970,Female,UK & EMEA,Finance,Senior Leader,5/17/2021,2.8,3.0,4.2,4.0,3.8,5.0,48,10,-17,1.0
8150,21/09/1983,Female,APAC,Sales & Marketing,Colleague,11/30/2015,3.1,3.8,4.0,3.8,3.5,4.0,49,14,-19,1.0
8930,17/03/1999,Male,USA,Finance,Colleague,1/18/2023,3.5,3.3,4.8,3.4,3.5,3.0,50,4,-49,1.0
8649,14/04/1999,Male,USA,IT Department,Colleague,10/11/2021,3.4,3.9,4.7,3.0,4.1,3.0,50,2,10,1.0
8982,18/08/1999,Female,USA,Sales & Marketing,Colleague,6/26/2023,3.3,2.6,3.7,4.1,3.4,2.0,50,4,-90,1.0
8780,20/04/1996,Male,APAC,Manufacturing,Colleague,7/4/2022,3.3,2.8,4.7,3.5,3.6,4.0,50,11,-5,1.0
8296,21/04/1997,Female,UK & EMEA,Sales & Marketing,Colleague,11/26/2018,3.3,4.0,5.0,2.8,4.0,3.0,50,4,-58,1.0
8741,06/07/1998,Female,APAC,Manufacturing,Colleague,4/25/2022,3.2,4.1,4.9,3.6,3.2,2.0,50,4,-56,1.0
8998,05/07/1999,Male,USA,Finance,Colleague,7/24/2023,3.2,3.8,4.6,3.7,3.8,3.0,50,4,-59,1.0
8778,12/10/1996,Female,APAC,Research Department,Colleague,7/4/2022,3.2,4.3,4.3,3.8,4.3,2.0,50,2,25,1.0
8787,06/09/1990,Female,USA,Finance,Colleague,7/5/2022,3.2,3.4,4.4,3.5,3.5,4.0,50,4,62,1.0
8098,21/06/1980,Male,APAC,Research Department,Colleague,11/13/2013,3.2,3.8,4.0,4.2,3.5,4.0,50,4,62,1.0
8448,28/08/1991,Male,UK & EMEA,Human Resources,Colleague,7/1/2020,3.1,3.7,4.9,2.9,3.4,3.0,50,4,-23,1.0
8753,22/09/1993,Female,USA,Sales & Marketing,Colleague,5/16/2022,3.1,3.2,4.8,3.2,3.7,3.0,50,4,-50,1.0
8634,06/01/2000,Female,APAC,Manufacturing,Colleague,9/22/2021,3.1,3.2,4.2,3.1,4.1,3.0,50,2,-80,1.0
8710,22/09/1978,Male,USA,Sales & Marketing,Colleague,2/14/2022,3.1,3.8,3.7,3.2,4.0,4.0,50,4,-57,1.0
8431,07/02/1986,Female,APAC,Sales & Marketing,Colleague,4/27/2020,3.1,4.1,4.8,4.2,3.5,5.0,50,2,-68,1.0
8161,05/11/1985,Female,UK & EMEA,IT Department,Colleague,9/9/2016,3.0,3.5,4.4,3.5,4.2,4.0,50,2,-56,1.0
8897,02/04/1988,Male,USA,Manufacturing,Colleague,11/22/2022,3.0,3.3,4.4,3.3,2.8,2.0,50,2,-83,1.0
8002,03/09/1969,Male,UK & EMEA,Sales & Marketing,Colleague,10/22/2003,3.0,3.6,4.5,2.9,4.0,5.0,50,4,-86,1.0
8637,01/05/1997,Male,APAC,Manufacturing,Colleague,9/22/2021,3.0,3.7,4.8,3.7,2.9,4.0,50,4,-56,1.0
8999,03/01/1999,Male,USA,Finance,Colleague,7/24/2023,3.0,3.7,4.9,3.3,2.9,3.0,50,4,-62,1.0
8348,07/03/1993,Female,APAC,Human Resources,Colleague,8/12/2019,3.0,4.4,4.9,3.8,3.2,2.0,50,4,-51,1.0
8137,11/12/1992,Male,UK & EMEA,Sales & Marketing,Colleague,8/25/2015,3.0,2.7,4.2,3.9,3.8,3.0,50,4,-60,1.0
8891,20/06/1993,Male,UK & EMEA,Sales & Marketing,Colleague,11/14/2022,3.0,3.4,4.7,3.5,3.6,3.0,50,2,-57,1.0
8675,18/05/1998,Male,UK & EMEA,IT Department,Colleague,11/24/2021,3.0,3.5,4.2,4.1,3.6,2.0,50,4,-50,1.0
8789,18/03/1995,Male,USA,Sales & Marketing,Colleague,7/11/2022,2.9,3.1,4.3,2.9,3.6,3.0,50,2,-79,1.0
8490,09/03/1992,Female,APAC,Research Department,Colleague,11/2/2020,2.9,4.0,4.5,3.7,3.5,4.0,50,4,-30,1.0
8840,02/06/1965,Male,UK & EMEA,Manufacturing,Colleague,9/12/2022,2.9,4.2,4.7,3.3,3.8,4.0,50,4,-87,1.0
8819,11/12/1987,Female,USA,Manufacturing,Colleague,8/16/2022,2.9,3.3,4.1,3.2,3.4,3.0,50,2,-69,1.0
8767,30/03/1990,Female,USA,Research Department,Colleague,6/13/2022,2.8,2.9,4.9,4.4,2.9,3.0,50,2,-85,1.0
8983,27/06/2002,Female,USA,Manufacturing,Colleague,6/27/2023,2.8,3.7,4.2,3.1,4.1,1.0,50,2,-41,1.0
8718,02/02/1997,Female,USA,Research Department,Colleague,3/7/2022,2.8,3.2,4.5,3.6,3.4,4.0,50,4,-24,1.0
8839,23/01/1977,Male,APAC,Sales & Marketing,Colleague,9/12/2022,2.8,3.4,3.5,3.8,3.8,3.0,50,2,19,1.0
8446,05/05/1996,Female,UK & EMEA,Finance,Colleague,6/15/2020,2.8,4.1,4.4,3.6,3.3,3.0,50,4,-64,1.0
8165,09/07/1980,Male,APAC,Sales & Marketing,Colleague,10/3/2016,2.7,2.9,4.5,3.7,4.0,5.0,50,2,-74,1.0
8028,14/04/1980,Female,UK & EMEA,Sales & Marketing,Colleague,1/7/2008,2.7,3.6,4.0,3.7,3.3,5.0,50,2,-87,0.9
8867,16/04/1996,Male,USA,Manufacturing,Colleague,10/17/2022,2.7,3.7,4.9,3.8,3.2,3.0,50,4,59,1.0
8525,09/05/1986,Male,USA,Sales & Marketing,Colleague,3/8/2021,2.6,4.0,4.6,3.5,3.8,4.0,50,2,-44,1.0
8902,30/06/1999,Female,USA,Manufacturing,Colleague,12/5/2022,2.6,3.2,3.8,2.7,3.4,2.0,50,4,-90,1.0
8977,19/04/1989,Male,USA,Manufacturing,Colleague,6/19/2023,2.6,3.5,4.6,3.3,3.7,4.0,50,4,-80,1.0
8418,10/12/1984,Female,UK & EMEA,Research Department,Colleague,4/6/2020,2.6,4.2,4.7,3.7,3.9,4.0,50,4,-29,1.0
8788,04/01/1993,Male,USA,Finance,Colleague,7/6/2022,2.5,3.3,3.0,3.2,3.9,2.0,50,4,-64,1.0
8300,29/06/1982,Female,APAC,Sales & Marketing,Colleague,12/10/2018,2.5,3.6,5.0,3.2,3.6,5.0,50,4,-51,1.0
8556,29/05/1983,Male,UK & EMEA,IT Department,Colleague,6/1/2021,2.5,3.0,3.7,3.7,3.3,5.0,50,4,-85,1.0
8339,22/12/1993,Female,USA,Manufacturing,Colleague,7/1/2019,3.2,2.8,4.4,3.4,3.5,2.0,51,14,-14,1.0
8498,05/01/1976,Female,UK & EMEA,Sales & Marketing,Colleague,11/9/2020,2.8,3.5,3.1,2.8,3.0,3.0,51,11,-2,1.0
8931,13/06/1998,Male,USA,Manufacturing,Colleague,1/30/2023,2.6,4.1,4.6,2.5,2.5,3.0,53,10,-16,1.0
8932,25/01/1989,Female,UK & EMEA,Sales & Marketing,Colleague,1/30/2023,3.0,3.2,4.6,3.3,3.4,2.0,56,10,14,1.0
8804,23/01/1996,Female,UK & EMEA,Finance,Colleague,8/1/2022,2.9,3.5,4.4,3.2,2.6,3.0,57,7,0,0.8
8092,31/01/1990,Female,UK & EMEA,Sales & Marketing,Colleague,5/13/2013,2.7,2.5,4.6,2.9,3.1,4.0,57,13,13,1.0
8396,16/01/1990,Male,USA,Finance,Colleague,2/3/2020,2.9,3.1,3.4,2.6,3.8,2.0,58,8,-19,1.0
8426,19/05/1981,Male,USA,Sales & Marketing,Senior Leader,4/13/2020,2.4,2.8,3.5,2.9,3.1,4.0,58,12,10,1.0
8389,13/01/1989,Male,UK & EMEA,Research Department,Colleague,1/20/2020,3.0,3.1,3.0,2.8,2.9,4.0,59,13,18,1.0
8620,26/12/1998,Male,APAC,Manufacturing,Colleague,9/6/2021,2.2,3.9,3.7,3.4,3.5,2.0,59,10,18,1.0
8914,30/09/1990,I prefer not to identify,USA,Research Department,Colleague,1/3/2023,3.0,3.1,4.0,3.1,3.2,4.0,60,5,-21,1.0
8407,02/05/1995,Female,UK & EMEA,Finance,Colleague,3/12/2020,2.9,2.4,4.5,3.2,3.3,4.0,60,5,-43,1.0
8957,07/07/1998,Female,UK & EMEA,Sales & Marketing,Colleague,4/10/2023,2.8,2.8,4.1,2.7,3.5,2.0,60,5,-46,1.0
8217,18/10/1989,Female,APAC,Sales & Marketing,Colleague,10/23/2017,2.8,2.5,4.4,3.1,2.5,4.0,60,5,-16,1.0
8248,03/12/1992,Male,UK & EMEA,Manufacturing,Colleague,4/23/2018,2.7,2.5,3.7,2.4,3.1,3.0,60,5,-19,1.0
8774,08/10/1981,Female,UK & EMEA,Manufacturing,Colleague,6/27/2022,2.7,2.6,3.7,2.5,3.4,4.0,60,5,-43,0.8
8267,02/12/1985,Female,UK & EMEA,Sales & Marketing,Colleague,8/20/2018,2.7,2.6,4.9,3.3,3.0,4.0,60,5,-40,1.0
8544,06/02/1991,Female,USA,Manufacturing,Colleague,5/10/2021,2.6,2.5,4.2,3.3,3.6,4.0,60,5,-32,1.0
8278,09/11/1987,Female,UK & EMEA,Manufacturing,Senior Leader,9/24/2018,2.6,3.0,3.8,2.9,3.1,4.0,60,5,-21,1.0
8536,12/07/1993,Male,UK & EMEA,Finance,Senior Leader,4/12/2021,2.5,3.0,4.4,3.7,2.5,3.0,60,5,-31,1.0
8692,10/11/1978,Female,UK & EMEA,Manufacturing,Senior Leader,1/10/2022,2.5,3.1,4.2,2.6,2.9,5.0,60,5,-14,1.0
8795,23/11/1992,Female,USA,Human Resources,Colleague,7/18/2022,2.5,2.8,4.0,3.2,2.7,4.0,60,5,-14,1.0
8291,03/06/1994,Female,APAC,Research Department,Colleague,10/22/2018,2.4,3.3,3.4,2.9,3.0,2.0,60,5,-45,1.0
8619,11/10/1997,Female,APAC,Sales & Marketing,Colleague,9/6/2021,2.4,2.4,4.9,3.0,2.1,3.0,60,5,-38,1.0
8417,22/02/1993,Female,UK & EMEA,Sales & Marketing,Colleague,4/6/2020,2.3,3.2,4.1,2.8,2.4,4.0,60,8,-32,1.0
8615,25/03/1986,Female,APAC,Manufacturing,Colleague,8/30/2021,2.3,3.8,4.0,3.0,3.2,4.0,60,5,-30,1.0
8415,30/04/1987,Female,UK & EMEA,Manufacturing,Colleague,4/6/2020,2.3,3.4,4.4,3.1,3.5,2.0,60,5,-16,1.0
8744,03/03/1978,Female,USA,Sales & Marketing,Colleague,5/2/2022,2.3,3.4,3.8,3.7,3.2,4.0,60,5,-16,1.0
8125,12/02/1986,Female,UK & EMEA,Sales & Marketing,Senior Leader,4/1/2015,2.3,2.5,3.8,3.7,2.6,5.0,60,5,-36,1.0
8915,30/07/1976,Male,UK & EMEA,IT Department,Colleague,1/3/2023,2.2,3.0,4.9,3.7,3.0,3.0,60,5,-36,1.0
8724,07/06/1994,Female,APAC,Research Department,Colleague,3/14/2022,2.1,3.2,3.1,3.3,2.7,2.0,60,5,-31,1.0
8350,18/03/1994,Male,UK & EMEA,Manufacturing,Colleague,8/19/2019,2.0,3.4,3.0,2.9,3.1,2.0,60,5,-31,1.0
8188,21/02/1991,Female,USA,Human Resources,Colleague,4/5/2017,2.0,2.7,3.4,3.0,2.9,4.0,60,5,-37,1.0
8378,14/10/1991,Female,APAC,Human Resources,Colleague,12/1/2019,2.0,2.9,4.0,3.2,2.7,3.0,60,5,-18,1.0
8230,05/09/1974,Female,UK & EMEA,Manufacturing,Senior Leader,1/15/2018,2.2,2.9,4.4,3.3,2.3,5.0,61,15,-21,1.0
8106,16/06/1991,Male,USA,Manufacturing,Colleague,3/10/2014,2.2,3.0,4.7,3.3,3.5,2.0,62,12,-31,1.0
8131,15/05/1986,Female,UK & EMEA,IT Department,Colleague,6/1/2015,2.0,2.9,4.1,2.4,3.1,5.0,64,13,-59,1.0
8745,27/01/1999,Male,UK & EMEA,Research Department,Colleague,5/2/2022,2.6,2.9,3.7,2.6,2.0,3.0,66,3,-29,1.0
8533,05/12/1978,Female,UK & EMEA,Sales & Marketing,Colleague,4/1/2021,2.5,3.0,3.5,2.4,2.7,4.0,66,3,-10,0.8
8336,10/01/1988,Male,UK & EMEA,Sales & Marketing,Colleague,6/10/2019,2.4,2.6,3.4,2.7,2.8,4.0,66,3,-45,1.0
8560,28/05/1972,Male,USA,IT Department,Colleague,6/8/2021,2.2,2.3,3.1,2.7,3.4,4.0,66,3,-47,1.0
8298,17/04/1990,Female,UK & EMEA,Sales & Marketing,Colleague,12/5/2018,2.1,2.2,4.2,3.2,3.0,2.0,66,3,-34,0.8
8402,13/08/1957,Male,USA,IT Department,Colleague,3/2/2020,1.9,2.7,4.0,2.9,2.3,6.0,66,3,15,1.0
8358,02/12/1986,Female,UK & EMEA,Sales & Marketing,Colleague,9/30/2019,1.9,2.3,3.6,2.2,2.2,4.0,66,3,-9,1.0
8132,12/08/1993,Female,APAC,Manufacturing,Colleague,6/29/2015,1.8,2.6,3.8,3.2,2.9,3.0,66,3,18,1.0
